original_title,year,genres,numvotes,averagerating,production_budget,domestic_gross,worldwide_gross
Pompeii,2014,"Action,Adventure,Drama",100467,5.5,80000000,23169033,108469033
King Arthur: Legend of the Sword,2017,"Action,Adventure,Drama",169054,6.8,175000000,39175066,139630336
Home Run,2013,"Drama,Sport",2745,6.0,1200000,2859955,2859955
Steve Jobs,2015,"Biography,Drama",138668,7.2,30000000,17766658,35579007
Grown Ups 2,2013,Comedy,128500,5.4,80000000,133668525,247023808
Gone Girl,2014,"Drama,Mystery,Thriller",761592,8.1,61000000,167767189,368567189
Coco,2017,"Adventure,Animation,Comedy",277194,8.4,175000000,209726015,798008101
Brooklyn,2015,"Drama,Romance",117021,7.5,11000000,38322743,62076141
Project Almanac,2015,"Drama,Mystery,Sci-Fi",71500,6.4,12000000,22348241,32909437
The Peanuts Movie,2015,"Adventure,Animation,Comedy",39149,7.1,99000000,130178411,250091610
The Boss,2016,Comedy,39096,5.4,29000000,63077560,78652207
Redemption,2013,"Drama,Mystery,Thriller",5,8.4,23000000,36686,13593473
Welcome to Marwen,2018,"Biography,Comedy,Drama",8920,6.1,45000000,10763520,12874922
Thor: Ragnarok,2017,"Action,Adventure,Comedy",482995,7.9,180000000,315058289,846980024
Book Club,2018,"Comedy,Drama,Romance",18728,6.1,10000000,68566296,91113683
Secretariat,2010,"Biography,Drama,Family",24536,7.2,35000000,59699513,60376247
The Nutcracker in 3D,2010,"Action,Family,Fantasy",3119,4.3,90000000,195459,20466016
Lone Survivor,2013,"Action,Biography,Drama",246641,7.5,40000000,125095601,149804632
The Lincoln Lawyer,2011,"Crime,Drama,Thriller",196109,7.3,40000000,58009200,87145086
Cars 2,2011,"Adventure,Animation,Comedy",138914,6.2,200000000,191450875,560155383
Hot Tub Time Machine,2010,"Comedy,Sci-Fi",153962,6.4,36000000,50269859,65967750
Warrior,2011,"Drama,Sport",403755,8.2,25000000,13657115,24215385
The Extra Man,2010,Comedy,4580,5.9,7000000,453377,492108
Premium Rush,2012,"Action,Crime,Thriller",105279,6.5,35000000,20275446,31393201
This Means War,2012,"Action,Comedy,Romance",167438,6.3,65000000,54760791,156974557
Free Birds,2013,"Adventure,Animation,Comedy",20934,5.9,55000000,55750480,110387072
In Time,2011,"Action,Crime,Drama",346077,6.7,35000000,37553932,165103952
Stolen,2012,"Action,Crime,Thriller",41313,5.5,35000000,289773,17967746
The To Do List,2013,"Comedy,Romance",34524,5.8,1500000,3491669,4128828
Percy Jackson: Sea of Monsters,2013,"Adventure,Family,Fantasy",102313,5.8,90000000,68559554,200859554
End of Watch,2012,"Action,Crime,Drama",211308,7.6,15000000,41003371,57586606
Sparkle,2012,"Drama,Music",5643,5.7,10000000,24397469,24660323
Phantom,2013,"Drama,History,Thriller",12786,5.9,18000000,1034589,1199510
Captain Underpants: The First Epic Movie,2017,"Action,Animation,Comedy",21903,6.2,38000000,73921000,126577874
As It Is in Heaven,2014,Drama,73,7.3,450000,13486,13486
Woman in Gold,2015,"Biography,Drama,History",48501,7.3,11000000,33307793,58586407
Paranormal Activity: The Marked Ones,2014,"Horror,Mystery,Thriller",37147,5.0,5000000,32462372,90904854
Ted 2,2015,Comedy,165843,6.3,68000000,81476385,217214143
Star Trek Beyond,2016,"Action,Adventure,Sci-Fi",209844,7.1,185000000,158848340,335802233
Beauty and the Beast,2017,"Family,Fantasy,Musical",238325,7.2,160000000,504014165,1259199706
The Signal,2014,"Drama,Mystery,Sci-Fi",58407,6.1,4000000,600896,2665322
Camp X-Ray,2014,"Drama,War",36700,6.9,1000000,9837,101053
Paul Blart: Mall Cop 2,2015,"Action,Comedy,Crime",30828,4.4,38000000,71091594,107650646
Not Cool,2014,"Comedy,Drama,Romance",5089,4.5,800000,35688,35688
Breaking In,2018,"Action,Crime,Drama",10154,5.4,6000000,46840590,51411620
Clash of the Titans,2010,"Action,Adventure,Fantasy",256176,5.8,125000000,163214888,493214888
The Town,2010,"Crime,Drama,Thriller",322524,7.6,37000000,92186262,152566881
Little Fockers,2010,"Comedy,Romance",99222,5.5,100000000,148438600,310650574
Justice League,2017,"Action,Adventure,Fantasy",329135,6.5,300000000,229024295,655945209
Hanna,2011,"Action,Drama,Thriller",179178,6.8,30000000,40259119,65343694
The Warrior's Way,2010,"Action,Fantasy,Western",24271,6.3,42000000,5666340,8514325
The Darkest Hour,2011,"Action,Adventure,Horror",55071,4.9,34800000,21443494,62831715
Beautiful Boy,2018,"Biography,Drama",30368,7.3,25000000,7634767,13031424
The Tempest,2010,"Comedy,Drama,Fantasy",7073,5.4,20000000,277943,277943
Bad Teacher,2011,"Comedy,Romance",181189,5.7,19000000,100292856,215448997
Just Wright,2010,"Comedy,Romance,Sport",12466,5.9,12000000,21540363,21867665
Brick Mansions,2014,"Action,Crime",37528,5.7,28000000,20396829,73421224
The Conjuring,2013,"Horror,Mystery,Thriller",397233,7.5,20000000,137400141,318000141
Oblivion,2013,"Action,Adventure,Sci-Fi",453966,7.0,120000000,89107235,287916633
Overboard,2018,"Comedy,Romance",25607,5.9,12000000,50316123,85369830
Maleficent,2014,"Action,Adventure,Family",305832,7.0,180000000,241407328,758536735
Fast Five,2011,"Action,Crime,Thriller",329892,7.3,125000000,210031325,630163454
The Other Dream Team,2012,"Documentary,Sport",3332,8.4,500000,134109,314444
Oz the Great and Powerful,2013,"Adventure,Family,Fantasy",192045,6.3,200000000,234770996,490359051
Young Adult,2011,"Comedy,Drama",74071,6.3,12000000,16311571,22750356
Blackthorn,2011,"Action,Adventure,Western",8553,6.6,4500000,200558,1217307
Colombiana,2011,"Action,Drama,Thriller",87659,6.4,40000000,36665854,72295262
Zero Dark Thirty,2012,"Drama,Thriller",251072,7.4,52500000,95720716,134612435
Django Unchained,2012,"Drama,Western",1211405,8.4,100000000,162805434,449948323
Won't Back Down,2012,Drama,5915,6.4,19000000,5310554,5745503
The Judge,2014,"Crime,Drama",162952,7.4,50000000,47119388,76119388
American Assassin,2017,"Action,Thriller",57793,6.2,63000000,36249674,68310140
A Most Wanted Man,2014,"Crime,Drama,Thriller",67914,6.8,15000000,17237855,36068890
Paranormal Activity 4,2012,"Horror,Mystery,Thriller",58408,4.6,5000000,53900335,142817992
Transformers: Age of Extinction,2014,"Action,Adventure,Sci-Fi",283486,5.7,210000000,245439076,1104039076
Born to Fly: Elizabeth Streb vs. Gravity,2014,"Action,Biography,Documentary",47,6.7,500000,1822,1822
Rio 2,2014,"Adventure,Animation,Comedy",72209,6.3,130000000,131538435,492846291
Mr. Turner,2014,"Biography,Drama,History",22661,6.8,14000000,3958546,25187026
Alvin and the Chipmunks: The Road Chip,2015,"Adventure,Animation,Comedy",14507,5.1,90000000,85886987,249517956
Mortdecai,2015,"Action,Comedy,Crime",61366,5.5,60000000,7696134,30396134
Murder on the Orient Express,2017,"Crime,Drama,Mystery",178603,6.5,55000000,102826543,345922730
Moana,2016,"Adventure,Animation,Comedy",224253,7.6,150000000,248757044,637517365
Mandy,2018,"Action,Fantasy,Horror",44378,6.6,6000000,1214525,1427656
BlacKkKlansman,2018,"Biography,Crime,Drama",149005,7.5,15000000,49275340,93017335
The Book Thief,2013,"Drama,War",119023,7.6,19000000,21488481,76086711
The Wolf of Wall Street,2013,"Biography,Crime,Drama",1035358,8.2,100000000,116900694,389870414
Knight and Day,2010,"Action,Adventure,Comedy",169840,6.3,117000000,76423035,258751370
Magic Mike,2012,"Comedy,Drama",123955,6.1,7000000,113721571,170549753
Compliance,2012,"Biography,Crime,Drama",28703,6.4,270000,319285,830700
The Smurfs 2,2013,"Adventure,Animation,Comedy",34229,5.4,110000000,71017784,348547523
Inside Llewyn Davis,2013,"Drama,Music",123759,7.5,11000000,13248209,32943247
Earth to Echo,2014,"Adventure,Family,Sci-Fi",17627,5.8,13000000,38934842,42174545
The Grand Budapest Hotel,2014,"Adventure,Comedy,Crime",633604,8.1,31000000,59076019,163981261
Windsor Drive,2015,"Mystery,Thriller",193,3.2,850000,3256,3256
Fifty Shades of Grey,2015,"Drama,Romance,Thriller",279126,4.1,40000000,166167230,570998101
Strangerland,2015,"Drama,Mystery,Thriller",7999,5.2,10000000,17472,161097
Parkland,2013,"Drama,History,Mystery",14036,6.4,10000000,641439,1616353
Frontera,2014,"Drama,Thriller,Western",6861,6.6,2300000,59696,59696
Burlesque,2010,"Drama,Music,Musical",71021,6.4,55000000,39440655,90552675
Step Up 3D,2010,"Drama,Music,Romance",53081,6.2,30000000,42400223,165889117
The Lone Ranger,2013,"Action,Adventure,Western",208827,6.4,275000000,89302115,260002115
Extraordinary Measures,2010,Drama,15673,6.5,31000000,12482741,15826984
Death at a Funeral,2010,Comedy,42042,5.7,21000000,42739347,48977233
Gangster Squad,2013,"Action,Crime,Drama",195560,6.7,60000000,46000903,104100903
Tomb Raider,2018,"Action,Adventure,Fantasy",163560,6.3,90000000,58250803,273477501
Sea Rex 3D: Journey to a Prehistoric World,2010,Documentary,364,6.9,5000000,6096582,16515203
Friends with Benefits,2011,"Comedy,Romance",317338,6.6,35000000,55802754,146595891
The Dictator,2012,Comedy,250976,6.4,65000000,59650222,180148897
Before I Fall,2017,"Drama,Fantasy,Mystery",39282,6.4,5000000,12241072,18945682
Alex Cross,2012,"Action,Crime,Mystery",30951,5.1,35000000,25888412,35426759
Scouts Guide to the Zombie Apocalypse,2015,"Action,Comedy,Horror",40479,6.3,15000000,3703046,15554855
The Words,2012,"Drama,Mystery,Romance",70308,7.1,6000000,11494838,16369708
The Neon Demon,2016,"Horror,Thriller",72359,6.2,7500000,1333124,3559803
The 33,2015,"Biography,Drama,History",32263,6.9,25000000,12227722,28400715
Saving Mr. Banks,2013,"Biography,Comedy,Drama",140678,7.5,35000000,83299761,114962525
Minions,2015,"Adventure,Animation,Comedy",193917,6.4,74000000,336045770,1160336173
The Disappointments Room,2016,"Drama,Horror,Thriller",8167,3.9,15000000,2423467,3503761
Enough Said,2013,"Comedy,Drama,Romance",55698,7.0,8000000,17550872,25621449
Blockers,2018,Comedy,57142,6.2,21000000,60311495,94045328
Shut In,2016,"Drama,Mystery,Thriller",11030,4.7,10000000,6900335,11360665
Kevin Hart: Let Me Explain,2013,"Comedy,Documentary",7880,6.8,2500000,32244051,32327255
Top Five,2014,"Comedy,Romance",24744,6.4,12000000,25317379,26001741
Ride Along 2,2016,"Action,Comedy,Crime",48688,5.9,40000000,90862685,124827316
Room,2015,"Drama,Thriller",316791,8.2,13000000,14677674,36262783
Heist,2015,"Action,Crime,Thriller",24740,6.1,8900000,50136,3324131
Source Code,2011,"Action,Drama,Sci-Fi",452036,7.5,32000000,54712227,140428499
Southpaw,2015,"Drama,Sport",199783,7.4,30000000,52421953,94156456
Thor: The Dark World,2013,"Action,Adventure,Fantasy",540996,6.9,150000000,206362140,644602516
Neighbors,2014,Comedy,266020,6.3,18000000,150086800,270944428
Identity Thief,2013,"Adventure,Comedy,Crime",115624,5.7,35000000,134506920,175361578
The Imitation Game,2014,"Biography,Drama,Thriller",620834,8.0,15000000,91125143,227740463
Metallica Through the Never,2013,Music,15592,7.2,18000000,3419967,9082906
The Internship,2013,Comedy,179817,6.3,58000000,44672764,93672764
Think Like a Man Too,2014,"Comedy,Romance",18533,5.8,24000000,65028687,70027933
Falcon Rising,2014,"Action,Adventure",6955,5.8,4500000,11774,11774
Grace Unplugged,2013,"Drama,Music",3006,6.2,1700000,2507159,2507159
La grande bellezza,2013,Drama,72297,7.8,12000000,2883879,29549145
The November Man,2014,"Action,Crime,Thriller",59293,6.3,15000000,25018119,34820335
Me and Earl and the Dying Girl,2015,"Comedy,Drama,Romance",112627,7.8,8000000,6758416,9266180
The Lego Ninjago Movie,2017,"Action,Adventure,Animation",18926,6.0,70000000,59281555,122737201
Youth,2015,"Comedy,Drama,Music",64418,7.3,13000000,2703296,24001573
Annabelle,2014,"Horror,Mystery,Thriller",122039,5.4,6500000,84273813,256862920
Krampus,2015,"Comedy,Fantasy,Horror",55400,6.2,15000000,42725475,61788393
Popstar: Never Stop Never Stopping,2016,"Comedy,Music",47278,6.7,20000000,9496130,9537120
Sicario: Day of the Soldado,2018,"Action,Crime,Drama",95650,7.1,35000000,50065850,75885196
Miss Bala,2019,"Action,Crime,Drama",3738,5.5,15000000,14998027,15362298
Vice,2018,"Biography,Comedy,Drama",72855,7.2,60000000,47836282,70883171
Bad Times at the El Royale,2018,"Crime,Drama,Mystery",86318,7.1,32000000,17839115,29204379
Margaret,2011,Drama,14708,6.5,14000000,47185,623292
Sanctum,2011,"Adventure,Drama,Thriller",51318,5.9,30000000,23209310,108957098
Sucker Punch,2011,"Action,Adventure,Fantasy",218371,6.1,75000000,36392502,89758389
Maggie,2015,"Drama,Horror",38671,5.6,4500000,187112,1027760
Parker,2013,"Action,Crime,Thriller",105529,6.2,35000000,17616641,48543388
The Harvest/La Cosecha,2011,Documentary,63,7.1,560000,3709,3709
The Gambler,2014,"Crime,Drama,Thriller",59995,6.0,25000000,33680992,38718031
The Counselor,2013,"Crime,Drama,Thriller",92096,5.3,25000000,16973715,71009334
Draft Day,2014,"Drama,Sport",48812,6.8,25000000,28842237,29847480
Runner Runner,2013,"Crime,Thriller",58235,5.6,30000000,19316646,60512680
Ain't Them Bodies Saints,2013,"Crime,Drama,Romance",19464,6.4,5000000,391611,1075009
Midnight Special,2016,"Action,Drama,Mystery",67921,6.6,18000000,3712282,7680250
Trainwreck,2015,"Comedy,Drama,Romance",121860,6.2,35000000,110212700,141123897
Barbecue,2014,Comedy,2301,6.1,10000000,388,247565
London Has Fallen,2016,"Action,Thriller",124757,5.9,60000000,62524260,195194085
Concussion,2015,"Biography,Drama,Sport",77576,7.1,35000000,34531832,50363790
Max,2015,"Adventure,Drama,Family",23976,6.8,20000000,42656255,43658157
A Thousand Words,2012,"Comedy,Drama",36387,5.9,40000000,18450127,20790486
Noah,2014,"Action,Adventure,Drama",229326,5.8,130000000,101200044,352831065
Trouble with the Curve,2012,"Drama,Sport",56129,6.8,60000000,35763137,47818913
Home,2015,"Adventure,Animation,Comedy",85831,6.6,130000000,177397510,385997896
Jumanji: Welcome to the Jungle,2017,"Action,Adventure,Comedy",242735,7.0,90000000,404508916,964496193
ABCD (Any Body Can Dance),2013,"Drama,Music",5695,6.4,1900000,222098,10137234
Ben-Hur,2016,"Action,Adventure,Drama",37975,5.7,95000000,26410477,91669648
Hitman: Agent 47,2015,"Action,Adventure,Crime",80510,5.7,35000000,22467450,82182803
Nightcrawler,2014,"Crime,Drama,Thriller",404476,7.9,8500000,32381218,50334418
Hot Pursuit,2015,"Action,Comedy,Crime",44723,5.1,35000000,34580201,45671512
Sing,2016,"Animation,Comedy,Family",115951,7.1,75000000,270329045,634454789
Allied,2016,"Action,Drama,Romance",125741,7.1,106000000,40098064,119266661
American Honey,2016,"Adventure,Drama,Romance",31663,7.0,3500000,663247,2611750
Baby Driver,2017,"Action,Crime,Drama",363977,7.6,34000000,107825862,228104185
Fifty Shades Freed,2018,"Drama,Romance,Thriller",43893,4.5,55000000,100407760,371350619
Mile 22,2018,"Action,Adventure,Thriller",47862,6.1,35000000,36108758,66295121
Dangal,2016,"Action,Biography,Drama",123638,8.5,9500000,12391761,294654618
The Secret Life of Pets 2,2019,"Adventure,Animation,Comedy",3467,6.6,80000000,63795655,113351496
Paterson,2016,"Comedy,Drama,Romance",55285,7.4,5000000,2141423,10727536
The Nutcracker and the Four Realms,2018,"Adventure,Family,Fantasy",18734,5.5,132900000,54858851,170293899
Just Getting Started,2017,"Action,Comedy",4829,4.4,22000000,6069605,6756412
Stronger,2017,"Biography,Drama",33464,7.0,30000000,4211129,8786752
Man of Steel,2013,"Action,Adventure,Sci-Fi",647288,7.1,225000000,291045518,667999518
The Boxtrolls,2014,"Adventure,Animation,Comedy",50763,6.8,60000000,50837305,111946251
Mr. Peabody & Sherman,2014,"Adventure,Animation,Comedy",57277,6.8,145000000,111506430,269806430
Snitch,2013,"Action,Drama,Thriller",78142,6.5,15000000,42930462,57907734
Argo,2012,"Biography,Drama,Thriller",534683,7.7,44500000,136025503,227140757
Jason Bourne,2016,"Action,Thriller",190596,6.6,120000000,162192920,416168316
Emily,2017,Drama,13,6.8,27000,3547,3547
Loving,2016,"Biography,Drama,Romance",28079,7.0,9000000,7710234,12898064
The Forest,2016,"Horror,Mystery,Thriller",36423,4.8,10000000,26594261,40749230
Get Out,2017,"Horror,Mystery,Thriller",400474,7.7,5000000,176040665,255367951
Flipped,2010,"Comedy,Drama,Romance",74937,7.7,14000000,1755212,4289993
The Avengers,2012,"Action,Adventure,Sci-Fi",1183655,8.1,225000000,623279547,1517935897
Black Swan,2010,"Drama,Thriller",648854,8.0,13000000,106954678,331266710
Monte Carlo,2011,"Adventure,Comedy,Family",38731,5.8,20000000,23186769,39686769
Rango,2011,"Adventure,Animation,Comedy",215761,7.2,135000000,123477607,245724600
The Wolverine,2013,"Action,Adventure,Sci-Fi",401286,6.7,115000000,132556852,416456852
"Big Mommas: Like Father, Like Son",2011,"Action,Comedy,Crime",23520,4.4,32000000,37915414,82332450
Cedar Rapids,2011,Comedy,34759,6.3,10000000,6861102,7862131
The Three Musketeers,2011,"Action,Adventure,Romance",98408,5.8,90000000,20377913,139877913
The Drop,2014,"Crime,Drama",132161,7.1,12600000,10724389,19054534
Final Destination 5,2011,Horror,98061,5.9,40000000,42587643,155011165
Cinderella,2015,"Drama,Family,Fantasy",142792,6.9,95000000,201151353,534551353
Grudge Match,2013,"Comedy,Drama,Sport",54080,6.4,40000000,29807260,69807260
Darling Companion,2012,"Comedy,Drama,Romance",3085,5.1,12000000,793352,1200346
The Collection,2012,"Action,Horror,Thriller",42256,6.1,10000000,6810754,8890094
Inherent Vice,2014,"Comedy,Crime,Drama",83346,6.7,20000000,8110975,14772346
Incredibles 2,2018,"Action,Adventure,Animation",203510,7.7,200000000,608581744,1242520711
The Perfect Guy,2015,"Crime,Drama,Horror",8998,5.6,18000000,57027435,60278166
Maze Runner: The Scorch Trials,2015,"Action,Sci-Fi,Thriller",201143,6.3,61000000,81697192,310566162
The Prodigy,2019,"Horror,Thriller",11456,5.9,6000000,14856291,19789712
Sultan,2016,"Action,Drama,Sport",33371,7.1,11000000,5599781,72989781
Dunkirk,2017,"Action,Drama,History",466580,7.9,150000000,190068280,499837368
Happy Death Day,2017,"Horror,Mystery,Thriller",87132,6.5,5000000,55683845,125010260
Blade Runner 2049,2017,"Drama,Mystery,Sci-Fi",376241,8.0,185000000,92054159,259357408
Hardflip,2012,"Action,Drama",673,5.6,1000000,96734,96734
Sinister,2012,"Horror,Mystery,Thriller",198345,6.8,3000000,48086903,87727807
The Accountant,2016,"Action,Crime,Drama",233022,7.3,40000000,86260045,152962083
Wild Card,2015,"Action,Crime,Drama",46463,5.6,30000000,3200,4315789
Alien: Covenant,2017,"Horror,Sci-Fi,Thriller",226920,6.4,97000000,74262031,238521247
The Mummy,2017,"Action,Adventure,Fantasy",154345,5.5,195000000,80101125,409953905
Deliver Us from Evil,2014,"Horror,Mystery,Thriller",63793,6.2,30000000,30577122,87956618
Left Behind,2014,"Action,Drama,Fantasy",33515,3.1,16000000,14019924,20769209
Hot Tub Time Machine 2,2015,"Comedy,Mystery,Sci-Fi",34444,5.1,14000000,12314651,12826644
The Longest Ride,2015,"Drama,Romance",70327,7.1,34000000,37446117,63802928
The Interview,2014,Comedy,286341,6.5,44000000,6105175,12342632
"As Above, So Below",2014,"Adventure,Horror,Mystery",66892,6.2,5000000,21222315,41824066
John Wick,2014,"Action,Crime,Thriller",449942,7.4,30000000,43037835,76235001
The Transporter Refueled,2015,"Action,Adventure,Crime",36201,5.2,22000000,16029670,69698495
Counting,2015,Documentary,126,6.0,50000,8374,8374
Marshall,2017,"Biography,Crime,Drama",14419,7.2,12000000,10051659,10116816
Sgt. Stubby: An American Hero,2018,"Adventure,Animation,Family",1225,6.9,25000000,3054285,3645957
Columbus,2017,Drama,10735,7.2,700000,1017107,1110511
The A-Team,2010,"Action,Adventure,Thriller",235256,6.8,110000000,77222099,177241171
Toy Story 3,2010,"Adventure,Animation,Comedy",682218,8.3,200000000,415004880,1068879522
Glee: The 3D Concert Movie,2011,"Documentary,Music",5449,5.4,9000000,11862398,17462398
Trance,2013,"Crime,Drama,Mystery",104951,6.9,16000000,2322593,22594052
The Hunger Games: Mockingjay - Part 1,2014,"Action,Adventure,Sci-Fi",379050,6.6,125000000,337135885,766575131
Flatliners,2017,"Drama,Horror,Mystery",33752,5.2,20000000,16883115,45173738
"McFarland, USA",2015,"Biography,Drama,Sport",31735,7.4,17000000,44480275,45707924
The Other Woman,2014,"Comedy,Romance",122889,6.0,40000000,83911193,195111193
When the Game Stands Tall,2014,"Drama,Family,Sport",14498,6.7,15000000,30127963,30138912
Magic Mike XXL,2015,"Comedy,Drama,Music",48497,5.6,14500000,66013057,123660597
Mandela: Long Walk to Freedom,2013,"Biography,Drama,History",25027,7.1,35000000,8323085,29890402
The Gallows,2015,"Horror,Mystery,Thriller",17763,4.2,100000,22764410,41656474
The Intern,2015,"Comedy,Drama",191494,7.1,40000000,75764672,197115710
Spectre,2015,"Action,Adventure,Thriller",352504,6.8,300000000,200074175,879620923
Burnt,2015,"Comedy,Drama",95988,6.6,20000000,13651946,36773510
Crimson Peak,2015,"Drama,Fantasy,Horror",119287,6.5,55000000,31090320,74966854
Pacific Rim: Uprising,2018,"Action,Adventure,Sci-Fi",89462,5.6,155000000,59874525,290930148
The Secret Life of Pets,2016,"Adventure,Animation,Comedy",161997,6.5,75000000,368384330,886750534
Rock the Kasbah,2015,"Comedy,Music,War",9587,5.5,15000000,3020665,3386153
Jem and the Holograms,2015,"Adventure,Drama,Family",6683,4.1,5000000,2184640,2368937
Ricki and the Flash,2015,"Comedy,Drama,Music",20932,5.9,18000000,26839498,41166033
If Beale Street Could Talk,2018,"Drama,Romance",25512,7.2,12000000,14915773,19859167
Hevi reissu,2018,"Comedy,Music",3632,7.1,3800000,10153,10153
Life of Pi,2012,"Adventure,Drama,Fantasy",535836,7.9,120000000,124987022,620912003
I Spit on Your Grave,2010,"Horror,Thriller",68592,6.3,1750000,93051,1278471
Scream 4,2011,"Horror,Mystery",118779,6.2,40000000,38180928,95989590
Evil Dead,2013,"Fantasy,Horror,Thriller",146399,6.5,17000000,54239856,97778356
Our Family Wedding,2010,"Comedy,Romance",6417,4.9,14000000,20255281,21410546
There Be Dragons,2011,"Biography,Drama,War",4326,5.8,36000000,1069334,4020990
Marmaduke,2010,"Comedy,Family",13283,4.2,50000000,33644788,89895930
For Colored Girls,2010,Drama,6728,6.1,21000000,37729698,38017873
Predators,2010,"Action,Adventure,Sci-Fi",199764,6.4,40000000,52000688,127234389
Gravity,2013,"Drama,Sci-Fi,Thriller",710018,7.7,110000000,274092705,693698673
Aquaman,2018,"Action,Adventure,Fantasy",263328,7.1,160000000,335061807,1146894640
5 Days of War,2011,"Action,Drama,War",13089,5.6,12000000,17479,87793
Vacation,2015,"Adventure,Comedy",87582,6.1,31000000,58884188,102306500
The Last Stand,2013,"Action,Thriller",126623,6.4,30000000,12050299,48330757
I Want Your Money,2010,Documentary,1244,5.1,400000,433588,433588
Dolphin Tale,2011,"Drama,Family",20746,6.9,37000000,72286779,96068724
The Skeleton Twins,2014,"Comedy,Drama,Romance",36793,6.8,1000000,5284309,5797192
Diary of a Wimpy Kid: Rodrick Rules,2011,"Comedy,Family",23135,6.6,18000000,52698535,73695194
Mirror Mirror,2012,"Adventure,Comedy,Drama",79510,5.6,85000000,64935167,173613482
Chronicle,2012,"Drama,Sci-Fi,Thriller",229258,7.1,12000000,64575175,123681790
Moonrise Kingdom,2012,"Adventure,Comedy,Drama",291750,7.8,16000000,45512466,68848446
Pirates of the Caribbean: Dead Men Tell No Tales,2017,"Action,Adventure,Fantasy",228592,6.6,230000000,172558876,788241137
That Awkward Moment,2014,"Comedy,Romance",92148,6.2,8000000,26068955,53068955
Que Horas Ela Volta?,2015,"Comedy,Drama",10833,7.8,1200000,376976,3249041
The Nice Guys,2016,"Action,Comedy,Crime",240337,7.4,50000000,36261763,59596747
The Bye Bye Man,2017,"Drama,Fantasy,Horror",17743,4.3,7400000,22395806,31187727
Florence Foster Jenkins,2016,"Biography,Comedy,Drama",44970,6.8,29000000,27383770,56000339
The Gift,2015,"Drama,Mystery,Thriller",123834,7.1,5000000,43787265,58978477
The Promise,2017,Comedy,53,8.8,90000000,8224288,10551417
Robin Hood,2018,"Action,Adventure,Thriller",41588,5.3,99000000,30824628,84747441
Almost Christmas,2016,"Comedy,Drama",5212,6.1,17000000,42065185,42493506
Hidden Figures,2016,"Biography,Drama,History",171131,7.8,25000000,169607287,231771716
Life of the Party,2018,Comedy,25756,5.5,30000000,53059911,65759911
Late Night,2019,"Comedy,Drama",953,5.9,4000000,246305,246305
Indivisible,2018,"Drama,War",812,5.6,2700000,3511417,3588305
The Giver,2014,"Drama,Romance,Sci-Fi",104999,6.5,25000000,45090374,66540205
The Crazies,2010,"Horror,Thriller",104465,6.5,19000000,39123589,56445534
Sin City: A Dame to Kill For,2014,"Crime,Thriller",140666,6.5,65000000,13757804,40650842
Blended,2014,"Comedy,Romance",106491,6.5,45000000,46290741,127990741
Circle,2010,"Horror,Thriller",610,3.4,2000000,10024,10024
Same Kind of Different as Me,2017,"Biography,Drama",4319,6.5,6500000,6423605,6423605
The Social Network,2010,"Biography,Drama",568578,7.7,40000000,96962694,224922135
The Beaver,2011,Drama,45173,6.7,21000000,970816,5046038
The Adjustment Bureau,2011,"Romance,Sci-Fi,Thriller",227616,7.1,50200000,62495645,126931325
Star Trek Into Darkness,2013,"Action,Adventure,Sci-Fi",445535,7.7,190000000,228778661,467381584
Rio,2011,"Adventure,Animation,Comedy",191621,6.9,90000000,143619809,487519809
What to Expect When You're Expecting,2012,"Comedy,Drama,Romance",65890,5.7,37500000,41152203,88473016
Jupiter Ascending,2015,"Action,Adventure,Sci-Fi",166327,5.3,179000000,47482519,181982519
Independence Day: Resurgence,2016,"Action,Adventure,Sci-Fi",155344,5.2,165000000,103144286,384169424
Ready Player One,2018,"Action,Adventure,Sci-Fi",301660,7.5,150000000,137690172,579290136
The Birth of a Nation,2016,"Biography,Drama,History",18442,6.4,10000000,15861566,16891011
Widows,2018,"Crime,Drama,Thriller",61615,7.0,40000000,42402632,73866088
Queen of Katwe,2016,"Biography,Drama,Sport",13039,7.4,15000000,8874389,10055481
Annabelle: Creation,2017,"Horror,Mystery,Thriller",90402,6.5,15000000,102092201,305384865
Werk ohne Autor,2018,"Drama,History,Romance",4758,7.7,1400000,1303747,4331152
The Rum Diary,2011,"Comedy,Drama",94787,6.2,45000000,13109815,21544732
The Possession,2012,"Horror,Mystery,Thriller",53649,5.9,14000000,49130588,82925064
The Losers,2010,"Action,Adventure,Crime",83876,6.4,25000000,23591432,29863840
Dirty Grandpa,2016,Comedy,101393,5.9,11500000,35593113,105078449
Turbo,2013,"Adventure,Animation,Comedy",74639,6.4,135000000,83028130,286896578
Money Monster,2016,"Crime,Drama,Thriller",86607,6.5,27000000,41012075,93466095
Homefront,2013,"Action,Thriller",98549,6.5,22000000,20158492,51695362
Smurfs: The Lost Village,2017,"Adventure,Animation,Comedy",15612,6.0,60000000,45020282,197578586
And So It Goes,2014,"Comedy,Drama,Romance",11597,5.8,18000000,15160801,17920013
Hotel Transylvania 2,2015,"Animation,Comedy,Family",92905,6.7,80000000,169700110,469500298
The Second Best Exotic Marigold Hotel,2015,"Comedy,Drama",28931,6.6,10000000,33078266,90384306
I Origins,2014,"Drama,Romance,Sci-Fi",104718,7.4,1000000,336472,852399
Crazy Rich Asians,2018,"Comedy,Romance",96617,7.0,30000000,174532921,238099711
Brotherly Love,2015,Drama,1587,6.7,1900000,478595,478595
Paper Towns,2015,"Comedy,Drama,Mystery",87742,6.3,12000000,32000304,85450484
